	D1	D2	D3	D4	C1	C2	C3	C4	H1	H2	H3	H4
dclk2	66	57	43	33	17	39	92	92	117	47	145	38
dcmc	149	135	111	53	119	247	624	624	133	35	115	47
dcnl1	1234	1716	1009	969	203	324	2186	2186	628	262	503	197
dcnl2	138	258	84	164	7	14	139	139	90	27	58	31
dcnl3	39	30	17	20	15	11	43	43	38	4	35	12
dcnl4	270	499	229	285	9	28	68	68	92	36	69	24
dcnl5	318	406	247	223	107	182	894	894	371	107	273	130
dcp1a	547	690	397	433	24	25	159	159	621	155	381	200
dcp2	107	122	44	67	18	23	186	186	208	29	134	73
dcr1a	235	335	233	202	32	63	541	541	426	143	234	171
dcr1b	48	39	33	29	25	92	602	602	160	49	84	37
dcr1c	249	279	155	176	24	49	328	328	106	39	76	39
dctn1	726	628	361	347	252	393	1473	1473	1210	340	719	384
dctn4	88	83	58	73	248	390	1420	1420	2188	777	1610	859
dcup	450	292	269	181	746	1793	14088	14088	444	163	413	165
ddah1	123	191	203	96	134	253	1619	1619	513	156	449	59
ddb1	843	987	545	619	551	1093	4069	4069	1848	495	1381	662
ddhd1	694	987	649	507	176	308	3094	3094	633	238	476	208
ddhd2	747	1303	764	639	206	307	992	992	868	254	595	261
ddi2	115	125	111	99	184	353	2309	2309	447	129	405	182
ddit3	589	893	379	389	76	92	277	277	464	154	260	111
ddr1	83	144	84	67	35	54	126	126	82	25	45	33
ddx1	2588	3704	3106	2265	310	552	3400	3400	2831	1129	2103	1064
ddx10	664	934	353	537	360	382	995	995	910	333	630	319
ddx17	1490	2133	1537	1238	1752	2538	3983	3983	1976	363	896	643
ddx18	1376	2685	1117	1302	310	519	3103	3103	539	369	790	367
ddx20	519	873	613	395	214	228	890	890	632	235	429	174
ddx21	2340	2831	1510	1712	217	328	2245	2245	1166	343	913	540
ddx23	1086	1125	880	633	495	791	2473	2473	919	243	621	347
ddx24	947	881	614	581	865	973	2967	2967	1870	605	1314	794
ddx27	502	608	506	319	195	350	745	745	375	130	249	115
ddx28	177	195	82	109	66	117	399	399	157	54	116	54
ddx31	235	159	149	129	117	228	777	777	80	27	86	34
ddx3x	12059	17669	12669	10399	4156	5553	22420	22420	8938	2303	6848	3158
ddx41	301	575	287	144	116	171	506	506	289	94	191	97
ddx42	1079	1343	1312	763	972	1014	2710	2710	1080	282	671	411
ddx46	1717	2556	1972	1311	598	749	3743	3743	2792	805	1455	772
ddx47	196	235	98	102	200	312	643	643	272	93	204	59
ddx49	1129	1457	787	756	227	375	846	846	785	258	439	260
ddx5	10406	14973	13233	8470	2976	4046	12028	12028	14556	3408	8474	4445
ddx50	685	1070	590	610	171	184	572	572	1545	507	829	355
ddx51	42	49	23	18	146	120	226	226	132	36	94	39
ddx52	188	258	150	135	34	43	290	290	129	45	118	58
ddx54	1227	1329	804	693	642	1274	2514	2514	1018	289	542	286
ddx55	266	299	221	174	87	148	481	481	141	38	101	59
ddx56	468	511	295	285	178	261	750	750	407	141	303	216
ddx58	890	217	211	207	33	45	148	148	882	254	605	303
ddx59	96	143	205	95	67	50	115	115	210	69	172	84
ddx6	1225	1417	809	926	186	288	2250	2250	1507	384	920	547
ddx60	2700	251	384	600	99	101	162	162	1199	256	616	476
deaf1	231	219	180	81	93	109	231	231	227	109	139	71
dedd	137	138	65	100	225	278	734	734	720	240	442	215
dedd2	140	146	147	77	424	669	2128	2128	471	141	303	136
def	305	432	147	242	139	183	581	581	426	155	332	163
defi6	489	678	398	401	176	174	265	265	250	65	106	83
defi8	198	225	130	128	14	15	141	141	108	26	78	43
degs1	820	1374	1628	760	183	400	1648	1648	1887	762	1613	822
dele	26	46	26	25	39	58	190	190	373	147	218	162
dema	103	31	23	17	245	949	5277	5277	183	38	221	42
den1a	98	88	94	60	24	46	173	173	511	131	260	158
den1b	92	74	49	50	15	20	75	75	29	5	16	13
den1c	11625	1734	3089	1028	176	167	202	202	170	54	57	45
den2a	63	75	52	35	19	53	120	120	77	23	112	81
den2d	567	571	363	354	129	147	258	258	739	199	345	153
den4b	583	710	341	465	348	353	495	495	751	207	403	256
den4c	635	872	467	520	5409	10852	29227	29227	1646	491	1159	471
den5a	795	840	746	539	85	189	784	784	775	210	510	275
den5b	100	115	77	64	34	63	232	232	92	22	77	27
den6a	183	247	230	153	136	200	853	853	319	91	234	137
den6b	66	101	42	41	52	26	26	26	75	26	43	23
dend3	271	277	217	119	105	125	183	183	255	52	90	76
dep1a	96	87	50	77	104	359	3870	3870	125	54	50	39
dep1b	142	141	108	80	28	72	684	684	70	12	16	4
depd5	179	185	71	105	43	75	272	272	104	30	61	24
depd7	59	117	94	52	9	21	191	191	147	72	120	60
derl1	1211	1650	1819	828	532	845	2690	2690	858	239	602	343
derl2	123	200	221	149	139	259	1065	1065	973	368	752	338
derl3	96	155	92	81	67	81	199	199	119	35	91	31
desm	145	118	299	117	139	147	211	211	1287	482	976	457
dest	1682	2142	2636	1324	1253	2374	9851	9851	11410	4317	7460	5316
det1	128	138	98	73	34	74	217	217	123	35	67	29
dffb	277	339	327	162	39	68	200	200	444	146	339	156
dgat1	232	231	220	137	35	26	69	69	363	142	264	133
dgat2	29	240	18	46	56	18	63	63	119	31	86	158
dgc14	123	90	74	61	45	80	270	270	188	60	122	64
dgcr8	232	300	188	162	87	150	538	538	255	62	115	55
dgka	423	632	267	436	350	266	362	362	756	240	208	187
dgkd	226	290	193	139	165	252	541	541	275	44	97	73
dgke	377	952	1155	523	32	51	103	103	99	11	105	36
dgkq	157	144	102	89	44	46	81	81	78	24	62	30
dgkz	1650	1274	839	720	747	708	1103	1103	1783	552	1087	453
dglb	206	178	59	130	107	176	633	633	173	50	137	90
dguok	65	117	46	42	20	28	74	74	97	46	70	19
dhak	351	521	182	265	47	67	117	117	153	79	83	45
dhb4	976	1392	1064	735	139	284	1533	1533	951	354	603	357
dhb7	484	938	370	436	28	46	196	196	230	67	297	155
dhc24	371	568	107	261	28	26	105	105	253	42	287	124
dhcr7	93	70	38	42	22	62	206	206	283	90	161	68
dhdds	306	281	162	189	113	221	667	667	699	226	390	211
dhe3	783	892	706	620	434	667	1926	1926	1812	631	1055	676
dhr11	94	53	73	43	2	12	108	108	35	10	24	6
dhr13	165	214	124	83	14	29	158	158	165	43	109	50
dhrs3	255	406	397	141	149	354	581	581	497	241	389	196
dhrs7	501	471	598	274	112	289	1023	1023	407	123	248	125
dhsa	1896	2214	1705	1217	648	1198	7005	7005	3575	1260	2328	1203
dhx15	2720	4494	2994	2361	639	910	4097	4097	3255	1053	1989	960
dhx16	798	720	363	431	93	132	463	463	448	146	238	124
dhx29	756	1421	975	765	150	247	1385	1385	745	233	632	269
dhx30	617	683	383	358	298	542	1547	1547	532	177	427	159
dhx32	660	777	766	398	470	977	2548	2548	1339	488	882	428
dhx33	336	521	476	295	49	88	364	364	130	33	112	35
dhx34	135	156	70	102	25	35	136	136	167	42	88	64
dhx35	109	100	73	69	111	136	240	240	134	41	140	56
dhx36	777	951	788	521	228	293	794	794	477	158	365	191
dhx37	460	569	389	224	86	134	351	351	216	58	169	76
dhx40	754	1377	738	727	156	282	1912	1912	898	303	671	323
dhx57	351	548	335	286	97	123	364	364	381	98	299	128
dhx58	947	134	54	142	95	114	136	136	186	34	60	62
dhx8	274	252	169	155	108	206	544	544	408	91	283	148
dhx9	2179	2311	1197	1818	397	719	4712	4712	5500	1841	3115	1680
dhys	470	584	412	253	49	103	349	349	740	289	615	209
di3l1	316	406	311	177	241	418	1460	1460	396	150	266	86
di3l2	111	109	58	50	38	82	184	184	225	55	167	75
dia1	75	80	43	40	83	160	517	517	43	12	49	26
diac	262	257	229	115	46	100	234	234	309	132	133	94
diap1	1320	1188	784	790	227	432	1212	1212	1308	317	590	443
diap2	97	120	101	90	20	22	141	141	272	65	271	113
diap3	159	214	178	84	23	85	1091	1091	144	57	39	20
dic	16	28	16	15	22	26	68	68	186	70	126	59
dicer	627	614	543	364	132	268	952	952	372	89	256	167
dido1	287	282	228	169	96	151	748	748	181	41	133	97
dim1	113	138	85	100	22	48	182	182	160	52	154	77
dip2a	441	614	478	294	67	113	226	226	327	100	204	118
dip2b	100	142	84	88	55	78	437	437	195	50	111	64
dip2c	44	71	34	39	43	59	173	173	253	86	180	76
dirc2	18	15	14	15	30	107	360	360	409	181	307	215
disp1	42	68	41	37	11	22	82	82	121	63	86	69
djb11	1059	1186	1076	611	130	328	1380	1380	707	321	518	251
djb12	86	110	81	67	25	40	214	214	129	26	111	40
djb14	917	1154	892	706	214	252	1257	1257	1661	538	1015	411
djc10	514	622	392	433	141	207	1022	1022	487	177	637	199
djc11	214	198	143	135	122	212	757	757	301	94	211	97
djc13	790	507	356	399	179	334	1231	1231	1273	362	728	496
djc14	3067	4356	2095	2334	216	453	1895	1895	3920	1388	2427	1151
djc15	227	363	302	178	48	79	362	362	236	122	115	53
djc16	78	61	73	47	80	111	225	225	296	83	238	108
djc21	994	1761	1211	896	97	170	871	871	503	173	353	163
djc30	70	56	15	26	53	105	277	277	161	56	89	57
dkc1	1441	2186	1445	1292	249	469	2600	2600	1035	333	594	459
dkk2	365	279	25	219	46	80	172	172	88	23	36	15
dkk3	71	154	131	32	16	32	73	73	138	50	113	56
dldh	1162	1828	1099	1050	290	440	3097	3097	1737	655	1403	531
dlg1	614	963	601	437	219	337	1760	1760	1220	451	949	340
dlgp4	204	186	92	100	109	114	231	231	240	81	133	85
dlgp5	724	1350	683	571	388	756	7658	7658	835	304	219	114
dll1	316	552	248	311	66	82	150	150	180	68	142	55
dlp1	100	115	51	50	17	41	207	207	52	22	77	24
dmap1	196	174	124	102	134	149	309	309	278	84	182	98
dmd	19	27	23	23	9	11	45	45	87	20	67	28
dmpk	18	36	12	15	9	19	47	47	39	18	21	7
dmtf1	569	883	914	496	228	345	1037	1037	1554	439	892	395
dmxl1	1640	2381	1473	1295	430	601	3844	3844	3046	897	2304	1045
dmxl2	113	153	99	116	65	113	769	769	143	43	71	43
dnal4	66	81	47	34	37	59	100	100	94	36	87	37
dnja1	2586	4363	2192	2667	473	760	4427	4427	5740	2154	3579	1345
dnja2	1136	1487	1116	729	408	612	3166	3166	2264	857	1543	644
dnja3	160	199	94	125	35	74	282	282	230	61	181	88
dnja4	212	112	189	97	69	158	703	703	137	32	145	26
dnjb1	281	238	188	166	153	339	1099	1099	625	201	342	138
dnjb2	333	431	205	206	269	378	1178	1178	99	28	61	24
dnjb4	576	916	685	457	110	302	3667	3667	1227	391	937	253
dnjb6	865	1167	891	654	151	295	1671	1671	705	237	535	261
dnjb9	828	1469	673	695	161	333	1210	1210	587	192	620	195
dnjc3	534	1032	961	429	341	802	3624	3624	1619	512	1255	738
dnjc5	146	117	86	92	27	23	80	80	57	20	37	24
dnjc7	849	1121	566	652	341	483	1919	1919	1234	471	747	437
dnjc9	921	1146	1184	661	191	321	1862	1862	1218	409	445	285
dnli1	475	308	313	192	190	473	1881	1881	580	193	228	132
dnli3	264	226	94	148	62	115	312	312	224	66	198	108
dnli4	265	473	270	285	90	207	1592	1592	146	53	102	65
dnm1l	324	402	354	203	212	374	1599	1599	1004	312	582	314
dnm3a	555	692	459	395	47	53	205	205	681	183	376	225
dnmbp	122	103	154	94	88	101	152	152	167	37	114	64
dnmt1	719	633	343	366	281	691	3725	3725	791	206	273	209
dnpep	572	551	507	302	237	302	587	587	1982	603	1827	849
dns2a	281	244	190	224	133	152	339	339	439	183	228	138
dnsl3	2166	963	1209	1406	255	535	941	941	21954	6831	18099	7268
doc10	2087	2589	2064	1537	531	685	1287	1287	2237	731	1404	959
doc11	2052	3111	965	1871	165	187	843	843	2024	573	1013	524
dock1	48	65	38	42	19	55	275	275	227	37	288	83
dock2	2005	1781	865	1022	507	614	970	970	1573	459	825	525
dock4	50	22	50	40	19	40	136	136	542	116	457	280
dock6	68	118	219	84	138	115	113	113	294	66	238	110
dock7	172	347	176	220	104	140	720	720	1146	358	931	401
dock8	2248	2827	1608	1385	832	938	2238	2238	2639	761	1529	1134
dock9	609	1494	543	508	324	477	1092	1092	505	72	220	163
dohh	66	59	43	31	92	149	412	412	183	62	159	34
dok1	682	747	428	370	307	313	692	692	492	137	207	119
dok2	315	232	77	201	188	262	416	416	859	264	391	150
dok4	233	238	326	114	148	186	350	350	742	261	575	267
dolk	54	67	26	38	19	61	154	154	155	73	123	48
dom3z	48	62	33	34	26	50	107	107	419	164	241	145
dons	2581	4276	4004	1802	1082	1218	3263	3263	367	166	83	99
dop1	375	457	238	264	52	90	269	269	231	48	138	80
dop2	577	339	260	237	257	329	1912	1912	220	48	134	88
dopp1	84	73	27	31	9	27	71	71	150	39	86	35
dos	36	60	11	24	215	202	327	327	73	22	32	25
dot1l	218	232	160	153	91	156	670	670	1631	497	1033	582
dp13a	190	186	82	202	47	47	216	216	566	211	424	294
dp13b	80	99	133	65	104	179	470	470	757	245	521	221
dpb1	8086	5628	6852	3277	1000	2395	3360	3360	6223	2584	4059	2197
dpep2	435	572	1017	512	41	113	576	576	148	67	60	45
dph1	52	66	40	38	38	63	125	125	54	24	48	22
dph2	98	127	27	64	48	64	181	181	104	34	103	40
dph5	87	136	78	76	34	28	84	84	135	64	123	58
dpoa2	308	326	173	133	79	181	869	869	224	69	116	77
dpod1	292	299	137	137	205	359	1316	1316	300	104	117	74
dpod2	239	272	147	119	62	86	327	327	270	91	130	64
dpod3	109	140	119	115	30	53	356	356	107	29	65	41
dpoe1	432	353	297	227	92	148	905	905	347	116	125	107
dpoe2	334	588	285	299	30	68	668	668	287	129	126	83
dpog1	691	688	339	373	112	177	385	385	212	48	173	57
dpog2	65	77	39	37	79	67	199	199	75	38	53	33
dpola	326	350	117	269	143	248	2600	2600	281	69	129	81
dpoll	170	176	88	81	59	27	39	39	199	48	98	62
dpolq	289	342	246	177	34	59	532	532	278	59	97	78
dpolz	747	1334	768	692	174	339	2260	2260	772	190	624	221
dpp2	151	177	121	96	384	608	1336	1336	1314	485	1230	467
dpp3	500	424	295	252	213	326	987	987	286	69	223	136
dpp4	628	902	261	629	266	271	770	770	4825	1712	3364	1031
dpp8	497	624	365	377	49	92	648	648	1138	367	867	422
dpp9	198	157	77	102	109	122	354	354	692	161	453	240
dps1	1052	1543	1347	676	372	584	1865	1865	709	276	494	263
dpyl2	260	146	58	121	52	82	288	288	1041	200	521	275
drg1	286	369	320	177	206	298	1652	1652	1013	459	651	308
drg2	369	473	283	252	52	64	174	174	344	152	265	97
dscr3	135	104	45	74	164	220	486	486	519	185	457	143
dse	558	599	714	439	255	406	1292	1292	651	174	490	278
dsel	13	38	44	14	20	62	360	360	133	50	156	46
dsn1	260	331	80	212	95	127	1193	1193	279	74	122	51
dsrad	2157	690	716	745	473	449	665	665	529	122	173	180
dtl	137	140	81	78	113	232	1591	1591	651	206	322	168
dtnb	53	45	24	25	60	79	146	146	548	238	552	325
dtwd2	852	1473	738	592	37	59	348	348	253	69	191	98
dtx1	177	217	154	76	168	142	127	127	95	31	17	11
dtx2	227	194	174	112	86	97	181	181	279	89	192	77
dtx3	139	214	156	72	59	45	65	65	256	81	114	73
dtx3l	995	400	221	408	53	74	346	346	788	200	531	321
dus11	72	62	96	41	226	367	1773	1773	563	140	380	180
dus12	408	505	631	234	127	187	643	643	236	71	207	56
dus14	34	71	112	30	16	17	33	33	20	8	17	11
dus16	62	47	76	26	6	16	25	25	85	11	44	29
dus1l	498	711	472	293	154	152	363	363	187	60	125	73
dus22	171	190	138	115	30	41	92	92	166	62	78	42
dus23	236	416	185	169	34	69	192	192	96	52	105	46
dus2l	91	138	80	70	153	160	421	421	285	96	115	51
dus3l	728	824	620	462	208	332	793	793	554	167	387	144
dus5	406	665	233	269	46	57	128	128	294	86	119	64
dus6	1693	2496	1208	1309	289	416	1337	1337	561	243	749	214
dusty	8	32	17	20	17	16	114	114	316	76	199	132
dvl1	452	782	489	432	239	194	264	264	462	134	280	93
dvl2	223	356	169	151	199	226	517	517	321	104	193	63
dvl3	58	84	57	29	173	193	651	651	89	25	48	22
dx26b	415	722	652	462	64	68	135	135	684	141	281	160
dx39a	384	403	191	157	266	674	3209	3209	2060	757	1272	702
dx39b	1642	2448	2000	1126	1814	1233	2566	2566	1639	502	904	567
dyh17	73	88	82	40	52	77	115	115	94	60	103	64
dyhc1	1776	1888	1118	1261	804	1483	3951	3951	2337	528	1464	907
dyhc2	265	386	325	434	21	42	58	58	278	61	128	85
dym	365	487	255	355	65	106	381	381	411	152	276	146
dyn2	806	794	397	532	285	470	1890	1890	1476	385	968	443
dyr1a	160	127	78	103	41	75	558	558	194	41	103	73
dyr1b	60	78	26	31	40	69	72	72	85	35	43	30
dyrk2	164	183	270	128	20	48	110	110	72	22	38	37
dyst	188	246	184	113	42	43	105	105	1197	291	818	486
dzi1l	58	36	17	11	21	14	19	19	49	9	51	31
dzip3	56	97	25	47	100	181	555	555	385	101	294	174
e2ak1	820	852	782	443	514	1161	7754	7754	1861	671	1423	611
e2ak2	1399	200	139	327	236	327	1612	1612	528	162	119	130
e2ak3	146	191	196	118	29	54	257	257	1024	263	747	310
e2ak4	620	756	736	283	28	43	153	153	346	83	253	157
e2f1	34	27	13	8	13	35	179	179	150	45	38	35
e2f2	1975	1636	679	983	1074	3264	23151	23151	527	101	390	79
e2f4	372	378	313	205	356	807	5495	5495	437	119	258	83
e2f6	22	38	19	16	93	183	883	883	132	48	111	47
e2f8	79	65	46	49	60	153	1482	1482	174	28	27	44
e41l1	26	52	18	33	12	20	40	40	75	14	81	23
e41l3	573	527	229	359	133	186	841	841	873	293	951	567
e41l5	70	118	121	67	5	13	55	55	29	3	41	19
e41la	44	20	28	19	8	16	26	26	49	9	23	11
e4f1	286	327	257	165	83	124	238	238	214	77	143	61
eaf1	492	552	532	284	55	120	682	682	100	18	61	26
eaf6	99	176	96	125	21	38	192	192	334	112	145	99
ece1	120	151	146	73	96	277	851	851	329	86	297	172
ech1	145	201	133	93	186	308	512	512	429	152	288	146
echa	1080	1210	779	645	402	865	3697	3697	1722	668	950	639
echb	1243	1834	1169	1251	348	649	3676	3676	2261	943	1364	710
echp	871	1416	782	712	69	96	262	262	106	24	71	27
eci2	353	504	220	275	120	236	1217	1217	920	314	679	254
ecm1	139	397	307	133	192	482	1048	1048	112	68	72	42
ecm29	1192	1264	1303	954	192	380	1299	1299	1875	589	1232	619
ecsit	733	829	663	469	99	180	518	518	160	67	110	46
ect2	189	231	173	143	88	228	2316	2316	440	144	152	87
edc3	202	183	89	81	113	178	387	387	133	38	88	38
edc4	452	588	530	295	270	297	698	698	440	95	228	118
edem1	1044	1462	1407	663	309	569	2627	2627	770	226	500	269
edem2	364	401	422	200	106	241	820	820	666	224	448	207
edem3	385	610	464	366	354	800	5513	5513	693	170	516	235
edrf1	373	595	699	281	252	312	1268	1268	360	96	231	97
eea1	264	408	351	224	127	166	963	963	1178	364	1007	379
eed	681	1088	527	515	133	183	1357	1357	718	274	466	221
eepd1	46	55	108	20	31	45	117	117	72	25	42	26
ef1g	7323	7026	7015	4434	2079	3630	9736	9736	10676	3999	4341	3240
ef2	13719	13264	12906	8303	6264	13152	33600	33600	24036	7342	11091	6759
ef2k	75	67	49	35	91	182	995	995	327	127	208	126
efc14	1202	1345	1059	585	326	586	2062	2062	405	112	340	194
efc4b	50	80	40	48	84	55	37	37	102	32	21	37
efcb7	222	465	266	170	28	26	212	212	124	41	145	42
efgm	508	602	594	325	125	230	844	844	768	239	585	293
efhc1	13	63	2	12	16	25	71	71	89	25	42	20
efnb1	166	218	245	113	66	109	180	180	226	70	290	70
efr3a	1182	1451	1292	802	306	479	1536	1536	2034	784	1761	845
eftu	553	586	364	281	248	460	1484	1484	583	175	456	175
egfl7	46	78	110	23	39	61	77	77	481	179	448	144
egln	212	245	483	183	250	604	1582	1582	888	305	744	234
egln2	1226	1415	723	685	127	240	655	655	1267	368	1327	451
egr1	292	710	277	149	29	39	58	58	132	42	314	59
egr2	151	137	34	74	43	39	77	77	127	38	44	37
eh1l1	1012	880	371	615	1478	1370	4047	4047	1824	487	1179	696
ehbp1	127	204	164	123	11	27	137	137	193	63	153	50
ehd1	441	436	277	203	147	473	1426	1426	1491	564	1653	715
ehd4	788	586	493	358	60	92	252	252	354	89	374	150
ehmt1	395	362	192	217	378	449	1339	1339	693	160	387	177
ehmt2	525	361	195	245	154	262	729	729	995	322	521	368
ei24	1033	1397	998	643	289	533	1965	1965	1497	617	1288	531
ei2ba	80	66	57	44	11	18	100	100	364	123	270	148
ei2bd	276	354	227	213	127	133	524	524	486	166	333	167
ei2be	441	566	366	415	141	277	1105	1105	360	122	213	129
ei2bg	287	388	227	224	69	112	706	706	285	119	208	111
eif1a	1154	1254	707	690	224	419	1467	1467	297	108	194	114
eif2a	1130	1526	1520	884	241	363	1997	1997	1698	619	845	520
eif2d	760	1429	868	741	110	183	474	474	180	74	109	59
eif3a	7763	10524	8416	6446	758	1263	6530	6530	5462	1725	2791	1880
eif3b	1512	1485	1173	870	563	1085	3580	3580	1933	687	1486	746
eif3c	2804	2789	2880	1774	700	1194	5535	5535	3635	1341	2136	1449
eif3d	3025	3459	2884	1766	895	1722	3968	3968	2156	708	1320	732
eif3e	8170	16854	10002	7623	2195	2950	16232	16232	6399	2558	4377	1826
eif3l	1800	2953	2443	1792	892	1229	4662	4662	1509	476	881	553
eif3m	1902	2753	2164	1474	469	917	4557	4557	4584	1958	3079	1556
elav1	104	110	63	68	144	283	905	905	266	82	188	101
elf1	801	792	387	510	161	203	998	998	3524	945	1754	1110
elf2	429	449	453	305	273	475	2591	2591	1340	390	664	336
elf4	710	639	412	380	716	627	884	884	1385	322	639	379
elk3	161	122	56	73	187	353	895	895	317	114	291	150
elk4	43	57	40	53	28	40	197	197	217	52	134	87
ell	97	94	41	53	101	113	365	365	242	62	124	86
ell2	733	921	1066	493	180	377	2778	2778	402	125	296	151
ell3	402	838	462	187	75	104	256	256	1079	257	478	255
elmd2	64	88	43	83	89	141	587	587	90	18	53	30
elmd3	35	49	47	32	38	68	215	215	166	77	107	63
elmo1	788	860	538	392	153	257	885	885	1128	335	502	302
elmo2	394	480	404	256	329	255	496	496	602	199	405	170
eloa1	936	1031	676	663	93	161	869	869	406	134	241	137
elp1	553	748	399	522	137	225	920	920	690	226	467	222
elp2	549	1020	538	405	140	198	1124	1124	457	178	370	153
elp3	324	335	215	199	79	120	481	481	780	244	420	242
elp4	118	132	78	143	49	87	364	364	236	129	191	67
elp5	124	115	90	97	141	144	443	443	484	193	305	161
eltd1	37	117	176	73	38	74	325	325	1315	445	1453	538
elys	679	965	761	590	232	461	2593	2593	1007	275	523	340
em55	435	430	795	311	388	773	3868	3868	1187	468	783	430
emal2	156	118	54	59	78	97	145	145	81	17	51	17
emal3	687	623	469	367	295	386	710	710	917	270	375	208
emal4	1736	2225	1367	1368	524	667	1513	1513	850	205	578	294
emb	722	755	396	489	126	231	1268	1268	1211	409	865	469
emc1	360	346	157	237	53	110	456	456	176	24	132	59
emc10	247	255	143	144	67	235	578	578	445	157	353	136
emc2	2063	3857	1249	1362	193	279	1907	1907	2953	1128	2312	747
emc3	772	872	931	572	154	252	782	782	741	252	671	283
emc4	192	148	141	95	31	87	339	339	503	176	305	137
emc9	50	46	21	27	31	24	54	54	64	25	57	17
emd	727	1002	591	507	194	352	815	815	202	67	135	63
eme1	13	31	11	21	247	480	1715	1715	2774	969	2102	1060
